patient,histology,config,source,target
18,normal,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
18,normal,cap500_seed2,AT2,Alveolar fibroblasts
18,normal,cap500_seed2,Alveolar fibroblasts,AT2
18,normal,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
18,normal,cap500_seed2,Alveolar macrophages,AT2
18,normal,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
18,normal,floor30,AT2,Alveolar fibroblasts
18,normal,floor30,AT2,Myofibroblasts
18,normal,floor30,Alveolar fibroblasts,AT2
18,normal,floor30,Alveolar fibroblasts,Alveolar macrophages
18,normal,floor30,Alveolar macrophages,AT2
18,normal,floor30,Alveolar macrophages,Alveolar fibroblasts
18,normal,floor30,Alveolar macrophages,Myofibroblasts
18,normal,floor30,Myofibroblasts,AT2
18,normal,floor30,Myofibroblasts,Alveolar macrophages
18,normal,floor100,AT2,Alveolar fibroblasts
18,normal,floor100,Alveolar fibroblasts,AT2
18,normal,floor100,Alveolar fibroblasts,Alveolar macrophages
18,normal,floor100,Alveolar macrophages,AT2
18,normal,floor100,Alveolar macrophages,Alveolar fibroblasts
18,normal,expression005,AT2,Alveolar fibroblasts
18,normal,expression005,Alveolar fibroblasts,AT2
18,normal,expression005,Alveolar fibroblasts,Alveolar macrophages
18,normal,expression005,Alveolar macrophages,AT2
18,normal,expression005,Alveolar macrophages,Alveolar fibroblasts
18,normal,expression020,AT2,Alveolar fibroblasts
18,normal,expression020,Alveolar fibroblasts,AT2
18,normal,expression020,Alveolar fibroblasts,Alveolar macrophages
18,normal,expression020,Alveolar macrophages,AT2
18,normal,expression020,Alveolar macrophages,Alveolar fibroblasts
18,normal,uncertainty030,AT2,Alveolar fibroblasts
18,normal,uncertainty030,AT2,Myofibroblasts
18,normal,uncertainty030,Alveolar fibroblasts,AT2
18,normal,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
18,normal,uncertainty030,Alveolar macrophages,AT2
18,normal,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
18,normal,uncertainty030,Alveolar macrophages,Myofibroblasts
18,normal,uncertainty030,Myofibroblasts,AT2
18,normal,uncertainty030,Myofibroblasts,Alveolar macrophages
18,normal,largest_library,AT2,Alveolar fibroblasts
18,normal,largest_library,Alveolar fibroblasts,AT2
18,normal,largest_library,Alveolar fibroblasts,Alveolar macrophages
18,normal,largest_library,Alveolar macrophages,AT2
18,normal,largest_library,Alveolar macrophages,Alveolar fibroblasts
19,AIS,all_cells_primary,AT2,Adventitial fibroblasts
19,AIS,all_cells_primary,AT2,Alveolar fibroblasts
19,AIS,all_cells_primary,Adventitial fibroblasts,AT2
19,AIS,all_cells_primary,Adventitial fibroblasts,Alveolar macrophages
19,AIS,all_cells_primary,Adventitial fibroblasts,Interstitial Mph perivascular
19,AIS,all_cells_primary,Alveolar fibroblasts,AT2
19,AIS,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
19,AIS,all_cells_primary,Alveolar fibroblasts,Interstitial Mph perivascular
19,AIS,all_cells_primary,Alveolar macrophages,AT2
19,AIS,all_cells_primary,Alveolar macrophages,Adventitial fibroblasts
19,AIS,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
19,AIS,all_cells_primary,Interstitial Mph perivascular,AT2
19,AIS,all_cells_primary,Interstitial Mph perivascular,Adventitial fibroblasts
19,AIS,all_cells_primary,Interstitial Mph perivascular,Alveolar fibroblasts
19,AIS,cap500_seed1,AT2,Adventitial fibroblasts
19,AIS,cap500_seed1,AT2,Alveolar fibroblasts
19,AIS,cap500_seed1,Adventitial fibroblasts,AT2
19,AIS,cap500_seed1,Adventitial fibroblasts,Alveolar macrophages
19,AIS,cap500_seed1,Adventitial fibroblasts,Interstitial Mph perivascular
19,AIS,cap500_seed1,Alveolar fibroblasts,AT2
19,AIS,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
19,AIS,cap500_seed1,Alveolar fibroblasts,Interstitial Mph perivascular
19,AIS,cap500_seed1,Alveolar macrophages,AT2
19,AIS,cap500_seed1,Alveolar macrophages,Adventitial fibroblasts
19,AIS,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
19,AIS,cap500_seed1,Interstitial Mph perivascular,AT2
19,AIS,cap500_seed1,Interstitial Mph perivascular,Adventitial fibroblasts
19,AIS,cap500_seed1,Interstitial Mph perivascular,Alveolar fibroblasts
19,AIS,cap500_seed2,AT2,Adventitial fibroblasts
19,AIS,cap500_seed2,AT2,Alveolar fibroblasts
19,AIS,cap500_seed2,Adventitial fibroblasts,AT2
19,AIS,cap500_seed2,Adventitial fibroblasts,Alveolar macrophages
19,AIS,cap500_seed2,Adventitial fibroblasts,Interstitial Mph perivascular
19,AIS,cap500_seed2,Alveolar fibroblasts,AT2
19,AIS,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
19,AIS,cap500_seed2,Alveolar fibroblasts,Interstitial Mph perivascular
19,AIS,cap500_seed2,Alveolar macrophages,AT2
19,AIS,cap500_seed2,Alveolar macrophages,Adventitial fibroblasts
19,AIS,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
19,AIS,cap500_seed2,Interstitial Mph perivascular,AT2
19,AIS,cap500_seed2,Interstitial Mph perivascular,Adventitial fibroblasts
19,AIS,cap500_seed2,Interstitial Mph perivascular,Alveolar fibroblasts
19,AIS,floor30,AT2,Adventitial fibroblasts
19,AIS,floor30,AT2,Alveolar fibroblasts
19,AIS,floor30,Adventitial fibroblasts,AT2
19,AIS,floor30,Adventitial fibroblasts,Alveolar macrophages
19,AIS,floor30,Adventitial fibroblasts,Interstitial Mph perivascular
19,AIS,floor30,Alveolar fibroblasts,AT2
19,AIS,floor30,Alveolar fibroblasts,Alveolar macrophages
19,AIS,floor30,Alveolar fibroblasts,Interstitial Mph perivascular
19,AIS,floor30,Alveolar macrophages,AT2
19,AIS,floor30,Alveolar macrophages,Adventitial fibroblasts
19,AIS,floor30,Alveolar macrophages,Alveolar fibroblasts
19,AIS,floor30,Interstitial Mph perivascular,AT2
19,AIS,floor30,Interstitial Mph perivascular,Adventitial fibroblasts
19,AIS,floor30,Interstitial Mph perivascular,Alveolar fibroblasts
19,AIS,floor100,AT2,Adventitial fibroblasts
19,AIS,floor100,AT2,Alveolar fibroblasts
19,AIS,floor100,Adventitial fibroblasts,AT2
19,AIS,floor100,Adventitial fibroblasts,Alveolar macrophages
19,AIS,floor100,Alveolar fibroblasts,AT2
19,AIS,floor100,Alveolar fibroblasts,Alveolar macrophages
19,AIS,floor100,Alveolar macrophages,AT2
19,AIS,floor100,Alveolar macrophages,Adventitial fibroblasts
19,AIS,floor100,Alveolar macrophages,Alveolar fibroblasts
19,AIS,expression005,AT2,Adventitial fibroblasts
19,AIS,expression005,AT2,Alveolar fibroblasts
19,AIS,expression005,Adventitial fibroblasts,AT2
19,AIS,expression005,Adventitial fibroblasts,Alveolar macrophages
19,AIS,expression005,Adventitial fibroblasts,Interstitial Mph perivascular
19,AIS,expression005,Alveolar fibroblasts,AT2
19,AIS,expression005,Alveolar fibroblasts,Alveolar macrophages
19,AIS,expression005,Alveolar fibroblasts,Interstitial Mph perivascular
19,AIS,expression005,Alveolar macrophages,AT2
19,AIS,expression005,Alveolar macrophages,Adventitial fibroblasts
19,AIS,expression005,Alveolar macrophages,Alveolar fibroblasts
19,AIS,expression005,Interstitial Mph perivascular,AT2
19,AIS,expression005,Interstitial Mph perivascular,Adventitial fibroblasts
19,AIS,expression005,Interstitial Mph perivascular,Alveolar fibroblasts
19,AIS,expression020,AT2,Adventitial fibroblasts
19,AIS,expression020,AT2,Alveolar fibroblasts
19,AIS,expression020,Adventitial fibroblasts,AT2
19,AIS,expression020,Adventitial fibroblasts,Alveolar macrophages
19,AIS,expression020,Adventitial fibroblasts,Interstitial Mph perivascular
19,AIS,expression020,Alveolar fibroblasts,AT2
19,AIS,expression020,Alveolar fibroblasts,Alveolar macrophages
19,AIS,expression020,Alveolar fibroblasts,Interstitial Mph perivascular
19,AIS,expression020,Alveolar macrophages,AT2
19,AIS,expression020,Alveolar macrophages,Adventitial fibroblasts
19,AIS,expression020,Alveolar macrophages,Alveolar fibroblasts
19,AIS,expression020,Interstitial Mph perivascular,AT2
19,AIS,expression020,Interstitial Mph perivascular,Adventitial fibroblasts
19,AIS,expression020,Interstitial Mph perivascular,Alveolar fibroblasts
19,AIS,uncertainty030,AT2,Adventitial fibroblasts
19,AIS,uncertainty030,AT2,Alveolar fibroblasts
19,AIS,uncertainty030,Adventitial fibroblasts,AT2
19,AIS,uncertainty030,Adventitial fibroblasts,Alveolar macrophages
19,AIS,uncertainty030,Adventitial fibroblasts,Interstitial Mph perivascular
19,AIS,uncertainty030,Alveolar fibroblasts,AT2
19,AIS,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
19,AIS,uncertainty030,Alveolar fibroblasts,Interstitial Mph perivascular
19,AIS,uncertainty030,Alveolar macrophages,AT2
19,AIS,uncertainty030,Alveolar macrophages,Adventitial fibroblasts
19,AIS,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
19,AIS,uncertainty030,Interstitial Mph perivascular,AT2
19,AIS,uncertainty030,Interstitial Mph perivascular,Adventitial fibroblasts
19,AIS,uncertainty030,Interstitial Mph perivascular,Alveolar fibroblasts
19,AIS,largest_library,AT2,Adventitial fibroblasts
19,AIS,largest_library,AT2,Alveolar fibroblasts
19,AIS,largest_library,Adventitial fibroblasts,AT2
19,AIS,largest_library,Adventitial fibroblasts,Alveolar macrophages
19,AIS,largest_library,Adventitial fibroblasts,Interstitial Mph perivascular
19,AIS,largest_library,Alveolar fibroblasts,AT2
19,AIS,largest_library,Alveolar fibroblasts,Alveolar macrophages
19,AIS,largest_library,Alveolar fibroblasts,Interstitial Mph perivascular
19,AIS,largest_library,Alveolar macrophages,AT2
19,AIS,largest_library,Alveolar macrophages,Adventitial fibroblasts
19,AIS,largest_library,Alveolar macrophages,Alveolar fibroblasts
19,AIS,largest_library,Interstitial Mph perivascular,AT2
19,AIS,largest_library,Interstitial Mph perivascular,Adventitial fibroblasts
19,AIS,largest_library,Interstitial Mph perivascular,Alveolar fibroblasts
19,LUAD,all_cells_primary,AT2,Adventitial fibroblasts
19,LUAD,all_cells_primary,AT2,Alveolar fibroblasts
19,LUAD,all_cells_primary,Adventitial fibroblasts,AT2
19,LUAD,all_cells_primary,Adventitial fibroblasts,Alveolar macrophages
19,LUAD,all_cells_primary,Adventitial fibroblasts,Interstitial Mph perivascular
19,LUAD,all_cells_primary,Alveolar fibroblasts,AT2
19,LUAD,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
19,LUAD,all_cells_primary,Alveolar fibroblasts,Interstitial Mph perivascular
19,LUAD,all_cells_primary,Alveolar macrophages,AT2
19,LUAD,all_cells_primary,Alveolar macrophages,Adventitial fibroblasts
19,LUAD,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
19,LUAD,all_cells_primary,Interstitial Mph perivascular,AT2
19,LUAD,all_cells_primary,Interstitial Mph perivascular,Adventitial fibroblasts
19,LUAD,all_cells_primary,Interstitial Mph perivascular,Alveolar fibroblasts
19,LUAD,cap500_seed1,AT2,Adventitial fibroblasts
19,LUAD,cap500_seed1,AT2,Alveolar fibroblasts
19,LUAD,cap500_seed1,Adventitial fibroblasts,AT2
19,LUAD,cap500_seed1,Adventitial fibroblasts,Alveolar macrophages
19,LUAD,cap500_seed1,Adventitial fibroblasts,Interstitial Mph perivascular
19,LUAD,cap500_seed1,Alveolar fibroblasts,AT2
19,LUAD,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
19,LUAD,cap500_seed1,Alveolar fibroblasts,Interstitial Mph perivascular
19,LUAD,cap500_seed1,Alveolar macrophages,AT2
19,LUAD,cap500_seed1,Alveolar macrophages,Adventitial fibroblasts
19,LUAD,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
19,LUAD,cap500_seed1,Interstitial Mph perivascular,AT2
19,LUAD,cap500_seed1,Interstitial Mph perivascular,Adventitial fibroblasts
19,LUAD,cap500_seed1,Interstitial Mph perivascular,Alveolar fibroblasts
19,LUAD,cap500_seed2,AT2,Adventitial fibroblasts
19,LUAD,cap500_seed2,AT2,Alveolar fibroblasts
19,LUAD,cap500_seed2,Adventitial fibroblasts,AT2
19,LUAD,cap500_seed2,Adventitial fibroblasts,Alveolar macrophages
19,LUAD,cap500_seed2,Adventitial fibroblasts,Interstitial Mph perivascular
19,LUAD,cap500_seed2,Alveolar fibroblasts,AT2
19,LUAD,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
19,LUAD,cap500_seed2,Alveolar fibroblasts,Interstitial Mph perivascular
19,LUAD,cap500_seed2,Alveolar macrophages,AT2
19,LUAD,cap500_seed2,Alveolar macrophages,Adventitial fibroblasts
19,LUAD,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
19,LUAD,cap500_seed2,Interstitial Mph perivascular,AT2
19,LUAD,cap500_seed2,Interstitial Mph perivascular,Adventitial fibroblasts
19,LUAD,cap500_seed2,Interstitial Mph perivascular,Alveolar fibroblasts
19,LUAD,floor30,AT2,Adventitial fibroblasts
19,LUAD,floor30,AT2,Alveolar fibroblasts
19,LUAD,floor30,Adventitial fibroblasts,AT2
19,LUAD,floor30,Adventitial fibroblasts,Alveolar macrophages
19,LUAD,floor30,Adventitial fibroblasts,Interstitial Mph perivascular
19,LUAD,floor30,Alveolar fibroblasts,AT2
19,LUAD,floor30,Alveolar fibroblasts,Alveolar macrophages
19,LUAD,floor30,Alveolar fibroblasts,Interstitial Mph perivascular
19,LUAD,floor30,Alveolar macrophages,AT2
19,LUAD,floor30,Alveolar macrophages,Adventitial fibroblasts
19,LUAD,floor30,Alveolar macrophages,Alveolar fibroblasts
19,LUAD,floor30,Interstitial Mph perivascular,AT2
19,LUAD,floor30,Interstitial Mph perivascular,Adventitial fibroblasts
19,LUAD,floor30,Interstitial Mph perivascular,Alveolar fibroblasts
19,LUAD,floor100,AT2,Adventitial fibroblasts
19,LUAD,floor100,AT2,Alveolar fibroblasts
19,LUAD,floor100,Adventitial fibroblasts,AT2
19,LUAD,floor100,Adventitial fibroblasts,Alveolar macrophages
19,LUAD,floor100,Alveolar fibroblasts,AT2
19,LUAD,floor100,Alveolar fibroblasts,Alveolar macrophages
19,LUAD,floor100,Alveolar macrophages,AT2
19,LUAD,floor100,Alveolar macrophages,Adventitial fibroblasts
19,LUAD,floor100,Alveolar macrophages,Alveolar fibroblasts
19,LUAD,expression005,AT2,Adventitial fibroblasts
19,LUAD,expression005,AT2,Alveolar fibroblasts
19,LUAD,expression005,Adventitial fibroblasts,AT2
19,LUAD,expression005,Adventitial fibroblasts,Alveolar macrophages
19,LUAD,expression005,Adventitial fibroblasts,Interstitial Mph perivascular
19,LUAD,expression005,Alveolar fibroblasts,AT2
19,LUAD,expression005,Alveolar fibroblasts,Alveolar macrophages
19,LUAD,expression005,Alveolar fibroblasts,Interstitial Mph perivascular
19,LUAD,expression005,Alveolar macrophages,AT2
19,LUAD,expression005,Alveolar macrophages,Adventitial fibroblasts
19,LUAD,expression005,Alveolar macrophages,Alveolar fibroblasts
19,LUAD,expression005,Interstitial Mph perivascular,AT2
19,LUAD,expression005,Interstitial Mph perivascular,Adventitial fibroblasts
19,LUAD,expression005,Interstitial Mph perivascular,Alveolar fibroblasts
19,LUAD,expression020,AT2,Adventitial fibroblasts
19,LUAD,expression020,AT2,Alveolar fibroblasts
19,LUAD,expression020,Adventitial fibroblasts,AT2
19,LUAD,expression020,Adventitial fibroblasts,Alveolar macrophages
19,LUAD,expression020,Adventitial fibroblasts,Interstitial Mph perivascular
19,LUAD,expression020,Alveolar fibroblasts,AT2
19,LUAD,expression020,Alveolar fibroblasts,Alveolar macrophages
19,LUAD,expression020,Alveolar fibroblasts,Interstitial Mph perivascular
19,LUAD,expression020,Alveolar macrophages,AT2
19,LUAD,expression020,Alveolar macrophages,Adventitial fibroblasts
19,LUAD,expression020,Alveolar macrophages,Alveolar fibroblasts
19,LUAD,expression020,Interstitial Mph perivascular,AT2
19,LUAD,expression020,Interstitial Mph perivascular,Adventitial fibroblasts
19,LUAD,expression020,Interstitial Mph perivascular,Alveolar fibroblasts
19,LUAD,uncertainty030,AT2,Adventitial fibroblasts
19,LUAD,uncertainty030,AT2,Alveolar fibroblasts
19,LUAD,uncertainty030,Adventitial fibroblasts,AT2
19,LUAD,uncertainty030,Adventitial fibroblasts,Alveolar macrophages
19,LUAD,uncertainty030,Adventitial fibroblasts,Interstitial Mph perivascular
19,LUAD,uncertainty030,Adventitial fibroblasts,Monocyte-derived Mph
19,LUAD,uncertainty030,Alveolar fibroblasts,AT2
19,LUAD,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
19,LUAD,uncertainty030,Alveolar fibroblasts,Interstitial Mph perivascular
19,LUAD,uncertainty030,Alveolar fibroblasts,Monocyte-derived Mph
19,LUAD,uncertainty030,Alveolar macrophages,AT2
19,LUAD,uncertainty030,Alveolar macrophages,Adventitial fibroblasts
19,LUAD,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
19,LUAD,uncertainty030,Interstitial Mph perivascular,AT2
19,LUAD,uncertainty030,Interstitial Mph perivascular,Adventitial fibroblasts
19,LUAD,uncertainty030,Interstitial Mph perivascular,Alveolar fibroblasts
19,LUAD,uncertainty030,Monocyte-derived Mph,AT2
19,LUAD,uncertainty030,Monocyte-derived Mph,Adventitial fibroblasts
19,LUAD,uncertainty030,Monocyte-derived Mph,Alveolar fibroblasts
19,LUAD,largest_library,AT2,Adventitial fibroblasts
19,LUAD,largest_library,AT2,Alveolar fibroblasts
19,LUAD,largest_library,Adventitial fibroblasts,AT2
19,LUAD,largest_library,Adventitial fibroblasts,Alveolar macrophages
19,LUAD,largest_library,Adventitial fibroblasts,Interstitial Mph perivascular
19,LUAD,largest_library,Alveolar fibroblasts,AT2
19,LUAD,largest_library,Alveolar fibroblasts,Alveolar macrophages
19,LUAD,largest_library,Alveolar fibroblasts,Interstitial Mph perivascular
19,LUAD,largest_library,Alveolar macrophages,AT2
19,LUAD,largest_library,Alveolar macrophages,Adventitial fibroblasts
19,LUAD,largest_library,Alveolar macrophages,Alveolar fibroblasts
19,LUAD,largest_library,Interstitial Mph perivascular,AT2
19,LUAD,largest_library,Interstitial Mph perivascular,Adventitial fibroblasts
19,LUAD,largest_library,Interstitial Mph perivascular,Alveolar fibroblasts
19,normal,all_cells_primary,AT2,Alveolar fibroblasts
19,normal,all_cells_primary,Alveolar fibroblasts,AT2
19,normal,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
19,normal,all_cells_primary,Alveolar macrophages,AT2
19,normal,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
19,normal,cap500_seed1,AT2,Alveolar fibroblasts
19,normal,cap500_seed1,Alveolar fibroblasts,AT2
19,normal,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
19,normal,cap500_seed1,Alveolar macrophages,AT2
19,normal,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
19,normal,cap500_seed2,AT2,Alveolar fibroblasts
19,normal,cap500_seed2,Alveolar fibroblasts,AT2
19,normal,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
19,normal,cap500_seed2,Alveolar macrophages,AT2
19,normal,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
19,normal,floor30,AT2,Adventitial fibroblasts
19,normal,floor30,AT2,Alveolar fibroblasts
19,normal,floor30,Adventitial fibroblasts,AT2
19,normal,floor30,Adventitial fibroblasts,Alveolar macrophages
19,normal,floor30,Alveolar fibroblasts,AT2
19,normal,floor30,Alveolar fibroblasts,Alveolar macrophages
19,normal,floor30,Alveolar macrophages,AT2
19,normal,floor30,Alveolar macrophages,Adventitial fibroblasts
19,normal,floor30,Alveolar macrophages,Alveolar fibroblasts
19,normal,floor100,AT2,Alveolar fibroblasts
19,normal,floor100,Alveolar fibroblasts,AT2
19,normal,floor100,Alveolar fibroblasts,Alveolar macrophages
19,normal,floor100,Alveolar macrophages,AT2
19,normal,floor100,Alveolar macrophages,Alveolar fibroblasts
19,normal,expression005,AT2,Alveolar fibroblasts
19,normal,expression005,Alveolar fibroblasts,AT2
19,normal,expression005,Alveolar fibroblasts,Alveolar macrophages
19,normal,expression005,Alveolar macrophages,AT2
19,normal,expression005,Alveolar macrophages,Alveolar fibroblasts
19,normal,expression020,AT2,Alveolar fibroblasts
19,normal,expression020,Alveolar fibroblasts,AT2
19,normal,expression020,Alveolar fibroblasts,Alveolar macrophages
19,normal,expression020,Alveolar macrophages,AT2
19,normal,expression020,Alveolar macrophages,Alveolar fibroblasts
19,normal,uncertainty030,AT2,Adventitial fibroblasts
19,normal,uncertainty030,AT2,Alveolar fibroblasts
19,normal,uncertainty030,Adventitial fibroblasts,AT2
